model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2019,14175,Manual,13,Petrol,145,56.5,1
 Fiesta,2017,10892,Manual,16301,Petrol,145,62.8,1
 Focus,2015,6995,Automatic,80208,Petrol,160,44.8,1.6
 Focus,2017,9675,Manual,33173,Petrol,20,61.4,1
 Fiesta,2017,9275,Manual,13085,Diesel,0,78.5,1.5
 Focus,2013,7495,Manual,51000,Diesel,20,67.3,1.6
 Focus,2012,6995,Manual,36000,Petrol,145,47.9,1.6
 Fiesta,2012,5995,Manual,45000,Petrol,125,50.4,1.2
 Fiesta,2017,10290,Manual,7824,Petrol,145,65.7,1
 Fiesta,2016,7290,Manual,54277,Petrol,0,65.7,1
 Fiesta,2014,7490,Semi-Auto,39404,Petrol,150,47.9,1.6
 Fiesta,2017,6795,Manual,65290,Diesel,0,88.3,1.5
 Focus,2018,12990,Manual,20000,Petrol,145,58.9,1
 Fiesta,2014,6698,Manual,38192,Petrol,0,65.7,1
 Fiesta,2016,7298,Manual,32688,Diesel,0,76.4,1.5
 Fiesta,2016,7698,Manual,19799,Petrol,125,54.3,1.2
 Fiesta,2015,5998,Manual,54000,Diesel,0,76.4,1.5
 Focus,2009,3895,Manual,90000,Diesel,145,54.2,1.8
 Fiesta,2007,2895,Manual,50000,Petrol,160,45.6,1.4
 Focus,2009,2695,Manual,104000,Diesel,205,47.9,2
 Fiesta,2013,5498,Manual,23000,Petrol,30,54.3,1.2
 Fiesta,2018,11250,Automatic,37289,Petrol,145,54.3,1
 Fiesta,2009,3695,Manual,45962,Petrol,145,49.6,1.2
 Focus,2013,12495,Manual,37000,Petrol,230,39.2,2
 Fiesta,2017,7780,Manual,29328,Petrol,150,65.7,1
 Focus,2019,18000,Automatic,5000,Petrol,150,39.8,1.5
 Focus,2010,5295,Manual,64572,Petrol,265,37.7,1
 Fiesta,2016,8790,Manual,17400,Petrol,0,65.7,1
 EcoSport,2017,9290,Manual,35000,Diesel,30,64.2,1.5
 Fiesta,2009,5290,Automatic,53000,Petrol,200,43.4,1.4
 Fiesta,2009,2250,Manual,100000,Diesel,20,67.3,1.6
 Fiesta,2019,13421,Manual,10000,Petrol,145,58.9,1
 Fiesta,2008,2350,Manual,59500,Petrol,145,47.1,1.2
 Focus,2012,4995,Manual,81000,Petrol,145,47.9,1.6
 Fiesta,2017,8995,Manual,35000,Petrol,145,65.7,1
 Fiesta,2017,11500,Automatic,6273,Petrol,0,57.7,1
 Fiesta,2016,10000,Manual,21780,Petrol,0,65.7,1
 EcoSport,2018,14350,Manual,22862,Petrol,150,54.3,1
 Focus,2016,8450,Manual,56022,Diesel,0,74.3,1.5
 Focus,2016,8750,Manual,58665,Diesel,0,74.3,1.5
 Fiesta,2017,13650,Manual,12561,Petrol,145,47.9,1.6
 Fiesta,2017,8500,Manual,10745,Petrol,145,54.3,1.2
 Fiesta,2016,7500,Manual,43573,Petrol,0,65.7,1
 Fiesta,2018,9250,Manual,12072,Petrol,145,64.2,1.1
 Focus,2009,21500,Manual,44482,Petrol,330,30.1,2.5
 Fiesta,2016,7900,Manual,27786,Petrol,125,54.3,1.2
 Fiesta,2014,11400,Manual,19344,Petrol,150,47.9,1.6
 Focus,2003,495,Manual,177644,Petrol,200,41.5,1.6
 EcoSport,2018,17000,Automatic,2770,Petrol,150,48.7,1
 Fiesta,2018,9000,Manual,11371,Petrol,150,64.2,1.1
 Fiesta,2015,8000,Manual,14100,Petrol,0,65.7,1
 Fiesta,2017,8950,Manual,26000,Petrol,0,65.7,1
 Fiesta,2017,12950,Manual,27000,Petrol,150,47.9,1.6
 Fiesta,2018,9450,Manual,10000,Petrol,150,64.2,1.1
 Focus,2017,8900,Manual,46134,Petrol,145,60.1,1
 Focus,2016,14400,Manual,27505,Diesel,20,67.3,2
 Focus,2018,13450,Automatic,15267,Diesel,145,64.2,2
 EcoSport,2017,9500,Manual,32222,Diesel,30,64.2,1.5
 Fiesta,2017,12999,Manual,15974,Petrol,145,47.9,1.6
 EcoSport,2017,10300,Manual,15191,Diesel,30,64.2,1.5
 Fiesta,2017,9000,Manual,22753,Petrol,150,64.2,1.1
 Fiesta,2018,11200,Manual,20471,Petrol,150,65.7,1
 Fiesta,2014,8150,Manual,36571,Petrol,0,65.7,1
 Focus,2016,10000,Manual,30208,Petrol,20,60.1,1
 Fiesta,2016,8000,Manual,9349,Petrol,125,54.3,1.2
 Fiesta,2014,7000,Manual,56669,Petrol,0,65.7,1
 EcoSport,2018,14750,Manual,6551,Petrol,145,54.3,1
 Focus,2015,12995,Manual,33000,Diesel,20,67.3,2
 Focus,2017,18000,Manual,18805,Petrol,150,41.5,2
 Fiesta,2014,6400,Manual,74047,Petrol,20,62.8,1
 Focus,2017,9700,Manual,29266,Petrol,145,60.1,1
 Focus,2015,9500,Manual,32245,Petrol,20,60.1,1
 Focus,2013,6500,Manual,57029,Petrol,30,56.5,1
 Fiesta,2017,11500,Manual,12901,Petrol,150,65.7,1
 Focus,2017,10750,Manual,25519,Diesel,145,74.3,1.5
 Fiesta,2019,17500,Manual,7410,Petrol,150,40.3,1.5
 Fiesta,2018,15750,Automatic,12036,Petrol,150,48.7,1
 Fiesta,2019,11500,Manual,735,Petrol,145,48.7,1.1
 Fiesta,2019,13000,Manual,1334,Petrol,145,48.7,1.1
 Focus,2016,9995,Manual,24664,Petrol,20,61.4,1
 Fiesta,2012,5495,Manual,58400,Petrol,150,48.7,1
 Fiesta,2018,13995,Manual,7452,Petrol,150,65.7,1
 Focus,2011,4995,Manual,70000,Petrol,145,47.9,1.6
 EcoSport,2016,10495,Manual,16000,Petrol,125,52.3,1
 Focus,2016,9990,Automatic,23700,Petrol,165,44.8,1.6
 Focus,2017,11995,Manual,6654,Petrol,150,60.1,1
 Focus,2018,13495,Manual,11139,Petrol,150,57.7,1
 Focus,2016,7995,Manual,39094,Petrol,20,61.4,1
 Fiesta,2019,12750,Manual,7269,Petrol,145,58.9,1
 Fiesta,2008,2650,Manual,73206,Petrol,150,47.1,1.2
 Fiesta,2013,5725,Manual,75100,Petrol,0,65.7,1
 Focus,2012,5175,Manual,70000,Petrol,20,58.9,1
 Fiesta,2012,4250,Manual,68000,Petrol,125,50.4,1.2
 Focus,2017,11495,Automatic,21000,Petrol,150,51.4,1
 Focus,2018,15495,Manual,11041,Petrol,150,60.1,1
 Focus,2018,15495,Manual,10561,Petrol,150,60.1,1
 Fiesta,2016,8495,Manual,36346,Petrol,0,65.7,1
 Fiesta,2016,8495,Manual,41966,Petrol,20,62.8,1
 Fiesta,2014,8750,Automatic,25624,Petrol,0,57.7,1
 Fiesta,2018,12249,Automatic,34812,Petrol,145,54.3,1
 Fiesta,2017,10295,Manual,9600,Petrol,0,65.7,1
 Fiesta,2019,12249,Manual,2131,Petrol,145,55.4,1.1
 Fiesta,2011,5995,Manual,49971,Petrol,125,50.4,1.2
 Focus,2016,10250,Automatic,29320,Petrol,125,51.4,1
 Focus,2015,9250,Manual,24614,Petrol,20,61.4,1
 Fiesta,2012,5500,Manual,41698,Petrol,125,50.4,1.2
 Fiesta,2017,11295,Automatic,12674,Petrol,0,57.7,1
 Fiesta,2018,16495,Automatic,2210,Petrol,145,48.7,1
 EcoSport,2019,18994,Automatic,7,Petrol,145,45.6,1
 Focus,2019,16899,Automatic,11997,Petrol,145,74.3,1.5
 Fiesta,2018,11295,Manual,10365,Petrol,145,58.9,1
 Fiesta,2018,11494,Automatic,32486,Petrol,145,54.3,1
 Fiesta,2013,7785,Automatic,7000,Petrol,145,47.9,1.6
 Focus,2015,7195,Manual,70000,Diesel,0,74.3,1.5
 EcoSport,2019,17494,Manual,5000,Petrol,145,51.4,1
 Focus,2018,15395,Manual,18500,Petrol,145,60.1,1
 EcoSport,2019,15695,Manual,3490,Petrol,145,53.3,1
 EcoSport,2017,9000,Manual,34723,Petrol,125,53.3,1
 Fiesta,2017,9295,Manual,14824,Petrol,0,65.7,1
 Fiesta,2017,8895,Manual,33707,Petrol,0,65.7,1
 Fiesta,2016,9295,Manual,10092,Petrol,0,65.7,1
 Fiesta,2015,6999,Manual,38855,Petrol,125,54.3,1.2
 Focus,2016,8999,Manual,39000,Diesel,0,74.3,1.5
 Fiesta,2016,8999,Manual,55600,Petrol,0,65.7,1
 Fiesta,2017,9999,Manual,26250,Petrol,150,65.7,1
 Focus,2018,18999,Manual,20300,Petrol,150,41.5,2
 Fiesta,2012,5999,Manual,62300,Petrol,0,65.7,1
 Fiesta,2017,10999,Manual,16300,Petrol,150,65.7,1
 EcoSport,2018,12995,Manual,2135,Petrol,145,54.3,1
 Fiesta,2013,5295,Manual,54138,Petrol,30,54.3,1.2
 Focus,2012,7795,Manual,22789,Petrol,30,55.4,1
 Fiesta,2014,8495,Manual,18358,Petrol,0,65.7,1
 Focus,2018,12295,Manual,16136,Petrol,145,60.1,1
 Fiesta,2017,10495,Automatic,31597,Petrol,0,57.7,1
 Focus,2018,12295,Manual,15893,Petrol,145,60.1,1
 Fiesta,2018,12295,Automatic,25090,Petrol,150,54.3,1
 Fiesta,2013,5795,Manual,69163,Petrol,0,65.7,1
 Fiesta,2016,9995,Manual,8067,Petrol,20,62.8,1
 Fiesta,2010,4795,Manual,54869,Petrol,150,48.7,1.6
 Focus,2015,11495,Manual,58655,Diesel,20,67.3,2
 Focus,2016,10995,Automatic,34646,Petrol,150,46.3,1.5
 Fiesta,2010,2998,Manual,94000,Petrol,125,50.4,1.2
 Fiesta,2017,8795,Manual,8719,Petrol,125,54.3,1.2
 Fiesta,2018,11295,Manual,9132,Petrol,145,58.9,1
 Fiesta,2016,9695,Manual,25146,Petrol,0,65.7,1
 Fiesta,2018,12145,Manual,2125,Petrol,145,58.9,1
 Focus,2018,15295,Manual,14034,Petrol,145,58.9,1
 Focus,2013,7000,Manual,47781,Petrol,30,56.5,1
 Fiesta,2018,17295,Automatic,431,Petrol,145,48.7,1
 Focus,2017,14295,Manual,36970,Petrol,200,41.5,2
 Focus,2005,1885,Manual,98213,Petrol,200,42.1,1.6
 Focus,2010,3485,Manual,90000,Diesel,30,62.8,1.6
 Focus,2009,3485,Manual,85049,Petrol,205,42.2,1.6
 Fiesta,2010,4985,Automatic,70000,Petrol,205,42.8,1.4
 Focus,2018,15495,Manual,14298,Petrol,145,58.9,1
 Focus,2019,14450,Automatic,20850,Petrol,145,50.4,1
 Focus,2009,3690,Manual,80000,Diesel,150,54.3,1.8
 Focus,2012,6490,Manual,48000,Petrol,30,56.5,1
 Focus,2013,6995,Manual,35000,Petrol,20,58.9,1
 Fiesta,2013,6995,Automatic,39000,Petrol,145,47.9,1.6
 Fiesta,2010,5495,Automatic,59000,Petrol,200,43.4,1.4
 Fiesta,2016,7995,Manual,31000,Petrol,0,65.7,1
 Fiesta,2000,1995,Manual,43000,Petrol,160,41.5,1.3
 Fiesta,2016,7500,Manual,30762,Petrol,0,65.7,1
 Fiesta,2011,4150,Manual,73790,Petrol,125,50.4,1.2
 Fiesta,2011,4490,Manual,70000,Diesel,20,68.9,1.4
 Focus,2010,4690,Manual,79000,Diesel,30,62.8,1.6
 Focus,2013,6750,Manual,70000,Diesel,125,56.5,2
 Fiesta,2018,11750,Manual,8538,Petrol,150,64.2,1
 Fiesta,2018,10895,Automatic,32074,Petrol,145,54.3,1
 Fiesta,2018,10495,Manual,31658,Petrol,145,65.7,1
 Fiesta,2017,9100,Manual,29396,Petrol,145,65.7,1
 Focus,2017,12695,Manual,3937,Petrol,20,60.1,1
 EcoSport,2020,19000,Manual,25,Petrol,150,51.4,1
 Fiesta,2017,12695,Automatic,13305,Petrol,145,54.3,1
 Fiesta,2018,11495,Automatic,25670,Petrol,150,54.3,1
 Fiesta,2010,2950,Manual,70000,Diesel,20,67.3,1.4
 Focus,2011,3495,Manual,102000,Diesel,30,62.8,1.6
 Fiesta,2017,12250,Automatic,17133,Petrol,145,54.3,1
 Fiesta,2018,9695,Manual,16110,Petrol,145,55.4,1.1
 Focus,2017,11000,Manual,23500,Petrol,150,60.1,1
 Focus,2018,13500,Manual,11382,Petrol,145,57.7,1
 Fiesta,2017,9495,Automatic,30600,Petrol,0,57.7,1
 Fiesta,2016,9999,Manual,34300,Petrol,0,65.7,1
 Fiesta,2017,8499,Manual,47000,Petrol,150,54.3,1.2
 Fiesta,2014,6999,Manual,50000,Petrol,0,65.7,1
 Fiesta,2016,7499,Manual,35000,Diesel,0,78.5,1.5
 Focus,2018,19000,Manual,16000,Petrol,150,41.5,2
 Fiesta,2017,8990,Manual,25655,Petrol,150,65.7,1
 Fiesta,2011,5395,Manual,44000,Petrol,125,50.4,1.2
 Fiesta,2014,7390,Manual,17014,Petrol,0,65.7,1
 Focus,2011,5490,Manual,68274,Petrol,145,47.9,1.6
 Fiesta,2016,6995,Manual,32000,Petrol,20,62.8,1
 Fiesta,2016,6995,Manual,33000,Petrol,20,62.8,1
 Fiesta,2015,7495,Manual,24000,Petrol,145,47.9,1.6
 Focus,2017,9995,Manual,51000,Diesel,150,74.3,1.5
 Fiesta,2017,8995,Manual,22000,Petrol,145,47.9,1.6
 Focus,2017,10490,Manual,37000,Diesel,150,74.3,1.5
 Fiesta,2014,8490,Manual,55000,Petrol,150,47.9,1.6
 Focus,2014,6495,Manual,52871,Petrol,20,58.9,1
 Fiesta,2009,2750,Manual,98000,Petrol,145,49.6,1.2
 Fiesta,2008,2175,Manual,95000,Petrol,160,45.6,1.4
 Fiesta,2008,2250,Manual,61000,Petrol,145,47.1,1.2
 Fiesta,2008,1999,Manual,90000,Petrol,160,45.6,1.4
 Fiesta,2006,2275,Manual,45000,Petrol,165,47.1,1.2
 Fiesta,2008,1799,Manual,103000,Petrol,150,47.1,1.2
 Fiesta,2008,2499,Automatic,83000,Petrol,265,38.2,1.6
 Focus,2008,2375,Manual,89000,Petrol,205,42.2,1.6
 Fiesta,2015,7695,Manual,29000,Diesel,0,78.5,1.6
 Fiesta,2017,11900,Automatic,22422,Petrol,145,54.3,1
 Fiesta,2018,14995,Automatic,15000,Petrol,145,48.7,1
 Fiesta,2016,5995,Manual,22000,Petrol,125,54.3,1.2
 Fiesta,2016,7438,Manual,42701,Petrol,125,54.3,1.2
 Fiesta,2017,11890,Automatic,12490,Petrol,145,54.3,1
 Focus,2012,5490,Manual,93591,Diesel,125,56.5,2
 Fiesta,2014,6990,Manual,23356,Petrol,0,65.7,1
 Fiesta,2014,4995,Manual,44000,Petrol,0,65.7,1
 Focus,2014,5995,Automatic,89000,Diesel,145,53.3,2
 Fiesta,2017,6995,Manual,17000,Diesel,145,85.6,1.5
 Focus,2015,7995,Manual,51000,Petrol,20,60.1,1
 Focus,2016,9995,Manual,48000,Diesel,0,74.3,1.5
 Focus,2011,5495,Manual,77000,Petrol,145,47.9,1.6
 Focus,2015,9995,Manual,22000,Petrol,20,60.1,1
 Focus,2010,2725,Manual,95000,Petrol,200,42.2,1.6
 Focus,2010,2645,Manual,105000,Petrol,200,42.2,1.6
 Focus,2009,3350,Manual,52000,Petrol,200,42.2,1.6
 Fiesta,2004,999,Manual,111000,Petrol,160,45.6,1.2
 Focus,2009,1999,Manual,109000,Petrol,235,40.4,1.8
 Fiesta,2014,7495,Manual,41000,Petrol,20,62.8,1
 Fiesta,2019,12000,Manual,2317,Petrol,145,48.7,1.1
 Fiesta,2019,12000,Manual,5517,Petrol,145,48.7,1.1
 EcoSport,2017,10500,Manual,32176,Petrol,145,53.3,1
 EcoSport,2018,14500,Manual,7692,Diesel,150,67.3,1.5
 Fiesta,2018,11000,Manual,17311,Petrol,150,65.7,1
 Focus,2005,1449,Manual,101000,Petrol,200,42.1,1.6
 Focus,2019,22000,Automatic,4855,Diesel,145,64.2,2
 Fiesta,2019,16000,Manual,3571,Petrol,145,60.1,1
 Fiesta,2015,7000,Manual,49142,Petrol,125,54.3,1.2
 Fiesta,2017,8500,Manual,30114,Petrol,150,64.2,1.1
 Focus,2018,11000,Manual,48961,Petrol,150,57.7,1
 Fiesta,2017,9500,Manual,37463,Petrol,150,65.7,1
 Fiesta,2016,10000,Manual,11964,Petrol,0,65.7,1
 Focus,2019,16000,Automatic,5367,Petrol,150,50.4,1
 Focus,2016,10000,Manual,19785,Petrol,20,60.1,1
 Fiesta,2018,9600,Manual,34506,Petrol,145,65.7,1
 Fiesta,2017,10000,Manual,31119,Petrol,150,65.7,1
 Fiesta,2017,9500,Manual,31467,Petrol,0,65.7,1
 Fiesta,2016,8000,Manual,24408,Petrol,0,65.7,1
 Fiesta,2018,9000,Manual,49015,Petrol,145,65.7,1
 EcoSport,2017,10300,Manual,22999,Petrol,145,52.3,1
 Fiesta,2007,1695,Manual,103000,Petrol,165,45.6,1.4
 Focus,2018,14500,Automatic,22587,Petrol,145,51.4,1
 Fiesta,2012,3500,Manual,85000,Diesel,20,68.9,1.4
 Fiesta,2015,5500,Manual,34000,Petrol,125,54.3,1.2
 Focus,2012,5000,Manual,76000,Petrol,30,56.5,1
 Fiesta,2020,14000,Manual,13,Petrol,150,55.4,1
 Fiesta,2020,14000,Manual,9,Petrol,150,55.4,1
 Fiesta,2020,14000,Manual,10,Petrol,150,55.4,1
 Fiesta,2009,2595,Manual,80000,Petrol,125,52.3,1.2
 Fiesta,2014,7000,Automatic,47000,Petrol,150,47.9,1.6
 EcoSport,2017,8995,Manual,30000,Diesel,30,64.2,1.5
 Fiesta,2016,7495,Manual,28315,Petrol,0,65.7,1
 Fiesta,2018,10995,Manual,36000,Petrol,150,65.7,1
 Fiesta,2017,6995,Manual,21000,Petrol,125,54.3,1.2
 Focus,2011,4195,Automatic,62506,Petrol,260,36.7,1.6
 Focus,2015,6494,Manual,53844,Petrol,20,60.1,1
 Focus,2015,6495,Manual,53844,Petrol,20,60.1,1
 Focus,2017,9750,Manual,15354,Petrol,20,61.4,1
 Focus,2005,795,Manual,71214,Petrol,200,42.1,1.6
 Focus,2009,3895,Automatic,60190,Petrol,265,37.7,1.6
 Focus,2011,4490,Manual,89000,Petrol,150,47.9,1.6
 Fiesta,2018,10640,Manual,30000,Petrol,145,57.7,1
 Focus,2007,1450,Manual,100100,Petrol,200,42.8,1.6
 Focus,2012,5400,Manual,56000,Petrol,30,56.5,1
 Focus,2008,2900,Automatic,75800,Petrol,260,37.7,1.6
 Fiesta,2010,3200,Manual,68700,Diesel,20,67.3,1.4
 Focus,2017,10000,Manual,14790,Petrol,20,61.4,1
 Focus,2017,10600,Manual,10021,Petrol,20,61.4,1
 Fiesta,2018,12400,Manual,20396,Petrol,145,65.7,1
 Focus,2017,9700,Manual,10190,Petrol,20,61.4,1
 Focus,2016,8200,Automatic,47021,Petrol,125,51.4,1
 Fiesta,2018,12300,Automatic,31372,Petrol,145,54.3,1
 Fiesta,2018,11400,Automatic,27839,Petrol,145,54.3,1
 Fiesta,2018,10500,Manual,36238,Petrol,145,65.7,1
 Fiesta,2016,10000,Automatic,3840,Petrol,0,57.7,1
 Focus,2012,4170,Manual,115000,Diesel,20,67.3,1.6
 Fiesta,2018,10800,Automatic,38035,Petrol,145,54.3,1
 Fiesta,2018,11070,Automatic,32790,Petrol,145,54.3,1
 Fiesta,2013,6250,Manual,20930,Petrol,30,54.3,1.2
 Fiesta,2017,8200,Manual,15231,Diesel,0,78.5,1.5
 Focus,2018,13000,Manual,11913,Petrol,145,58.9,1
 Fiesta,2017,9000,Manual,17988,Petrol,0,65.7,1
 Fiesta,2018,10500,Automatic,30628,Petrol,150,54.3,1
 Focus,2017,9900,Manual,35500,Diesel,0,74.3,1.5
 Focus,2015,10200,Manual,66486,Diesel,20,67.3,2
 Focus,2016,10500,Manual,31481,Diesel,0,74.3,1.5
 Focus,2015,6295,Manual,77000,Diesel,0,74.3,1.5
 Fiesta,2010,2690,Manual,109000,Diesel,0,76.3,1.6
 Fiesta,2015,4690,Manual,63000,Petrol,30,54.3,1.2
 Fiesta,2018,10500,Manual,29740,Petrol,145,65.7,1
 Fiesta,2018,10500,Manual,33760,Petrol,145,65.7,1
 Fiesta,2017,9000,Manual,31640,Diesel,265,78.5,1.5
 Fiesta,2016,7300,Manual,48118,Petrol,0,65.7,1
 Focus,2015,7000,Manual,78533,Diesel,0,74.3,1.5
 Focus,2009,2400,Manual,92000,Petrol,200,42.2,1.6
 Focus,2018,11400,Manual,26656,Petrol,145,57.7,1
 Focus,2017,13000,Automatic,23670,Petrol,145,46.3,1.5
 Fiesta,2018,8700,Manual,29308,Petrol,150,65.7,1
 Fiesta,2018,8900,Manual,53503,Petrol,150,65.7,1
 Fiesta,2017,9500,Manual,8770,Petrol,150,65.7,1
 Focus,2015,7700,Manual,55952,Diesel,0,74.3,1.5
 Focus,2017,9800,Manual,40166,Petrol,20,58.9,1
 Fiesta,2015,6800,Manual,35416,Petrol,125,54.3,1.2
 Focus,2017,11500,Automatic,27348,Petrol,145,46.3,1.5
 Fiesta,2017,8700,Manual,27725,Petrol,0,65.7,1
 Fiesta,2014,9500,Manual,29063,Petrol,150,47.9,1.6
 Fiesta,2017,8500,Manual,47311,Petrol,150,65.7,1
 Fiesta,2018,9100,Manual,55717,Diesel,145,88.3,1.5
 Focus,2015,9500,Automatic,30292,Petrol,165,44.8,1.6
 Fiesta,2018,10500,Automatic,30012,Petrol,150,54.3,1
 Focus,2017,9800,Manual,24500,Petrol,20,60.1,1
 Focus,2017,11250,Automatic,23156,Petrol,150,51.4,1
 Focus,2017,9600,Manual,41947,Diesel,150,74.3,1.5
 Fiesta,2018,10500,Automatic,30721,Petrol,150,54.3,1
 EcoSport,2017,10500,Manual,9960,Diesel,150,64.2,1.5
 Fiesta,2017,11500,Automatic,22200,Petrol,150,54.3,1
 Focus,2008,2499,Manual,115000,Petrol,235,39.8,2
 Focus,2011,6288,Manual,46000,Petrol,145,47.9,1.6
 Fiesta,2016,8499,Manual,29000,Petrol,125,54.3,1.2
 EcoSport,2018,11599,Manual,19000,Petrol,150,54.3,1
 Fiesta,2015,7688,Manual,28000,Petrol,0,65.7,1
 Fiesta,2013,5988,Manual,53000,Petrol,0,65.7,1
 Focus,2017,10800,Manual,22988,Petrol,20,60.1,1
 EcoSport,2016,9200,Automatic,45397,Petrol,165,44.8,1.5
 Focus,2016,14250,Manual,40696,Diesel,20,67.3,2
 EcoSport,2017,9100,Manual,10915,Petrol,125,52.3,1
 Fiesta,2017,8800,Manual,20221,Petrol,0,65.7,1
 Fiesta,2018,8000,Manual,32402,Petrol,145,64.2,1.1
 Fiesta,2017,9750,Manual,39426,Petrol,20,62.8,1
 Fiesta,2015,6300,Manual,29423,Petrol,125,54.3,1.2
 EcoSport,2017,9800,Manual,22411,Diesel,145,64.2,1.5
 EcoSport,2017,9800,Manual,20936,Petrol,145,53.3,1
 Fiesta,2016,10900,Manual,23138,Petrol,145,47.9,1.6
 Fiesta,2019,11000,Manual,20277,Petrol,150,56.5,1
 Focus,2019,13500,Manual,27916,Diesel,150,80.7,1.5
 Focus,2019,13000,Manual,34466,Diesel,150,80.7,1.5
 Fiesta,2019,10750,Manual,26401,Petrol,150,56.5,1
 Fiesta,2019,10750,Manual,26872,Petrol,150,56.5,1
 Fiesta,2019,9850,Manual,45275,Petrol,150,56.5,1
 Fiesta,2019,11000,Manual,19153,Petrol,150,56.5,1
 Fiesta,2018,11000,Manual,16552,Diesel,150,58.9,1.5
 Fiesta,2014,6000,Manual,42066,Petrol,30,54.3,1.2
 Fiesta,2017,8300,Manual,28747,Petrol,0,65.7,1
 Fiesta,2018,9300,Manual,43826,Diesel,145,58.9,1.5
 Focus,2018,12300,Manual,29568,Diesel,145,80.7,1.5
 Focus,2017,8000,Manual,51378,Petrol,145,60.1,1
 Fiesta,2017,8200,Manual,29887,Diesel,0,78.5,1.5
 Focus,2016,7900,Manual,58898,Diesel,0,74.3,1.5
 Fiesta,2016,8700,Manual,23246,Diesel,0,78.5,1.5
 Focus,2015,7500,Manual,42112,Petrol,20,61.4,1
 Fiesta,2017,9600,Manual,22935,Petrol,145,62.8,1
 Fiesta,2017,9800,Manual,26141,Petrol,20,62.8,1
 Fiesta,2017,8500,Manual,26360,Diesel,0,88.3,1.5
 Fiesta,2018,8400,Manual,60025,Petrol,145,65.7,1
 Fiesta,2016,7200,Manual,33625,Diesel,0,78.5,1.5
 Focus,2018,17495,Automatic,5300,Diesel,150,67.3,1.5
 Fiesta,2014,7000,Manual,27500,Petrol,30,54.3,1.2
 Fiesta,2017,8200,Manual,20636,Petrol,0,65.7,1
 Fiesta,2017,8400,Manual,26645,Petrol,0,65.7,1
 Fiesta,2017,8400,Manual,25693,Petrol,145,65.7,1
 Fiesta,2017,9000,Manual,22903,Petrol,0,65.7,1
 Fiesta,2017,8200,Manual,30372,Petrol,0,65.7,1
 Fiesta,2017,8300,Manual,27188,Petrol,0,65.7,1
 Fiesta,2017,8500,Manual,23693,Petrol,145,65.7,1
 Fiesta,2017,9950,Manual,17502,Petrol,150,65.7,1
 Focus,2017,9900,Automatic,31821,Petrol,125,51.4,1
 Focus,2017,11500,Manual,18413,Petrol,150,60.1,1
 Fiesta,2017,8100,Manual,31277,Petrol,0,65.7,1
 Fiesta,2018,8700,Manual,35361,Petrol,145,64.2,1.1
 Focus,2017,12495,Automatic,4000,Petrol,160,44.8,1.6
 Fiesta,2014,6995,Manual,21793,Petrol,0,65.7,1
 Fiesta,2015,9995,Automatic,4000,Petrol,145,47.9,1.6
 Fiesta,2020,15495,Automatic,3000,Petrol,145,48.7,1
 Fiesta,2018,11995,Manual,7000,Petrol,145,65.7,1
 Focus,2017,13495,Automatic,3000,Petrol,145,51.4,1
 Fiesta,2018,9600,Manual,16875,Petrol,145,65.7,1
 Fiesta,2017,8800,Manual,18330,Petrol,145,65.7,1
 Fiesta,2017,8600,Manual,25919,Petrol,0,65.7,1
 Focus,2016,11900,Manual,30898,Diesel,20,67.3,2
 Fiesta,2013,7000,Manual,33533,Petrol,0,65.7,1
 Focus,2016,7900,Manual,61111,Diesel,0,74.3,1.5
 Focus,2017,9300,Automatic,56539,Diesel,145,74.3,1.5
 Fiesta,2017,8300,Manual,27363,Petrol,0,65.7,1
 Focus,2016,11995,Automatic,13000,Diesel,20,67.3,1.5
 Fiesta,2019,16495,Automatic,1000,Petrol,145,48.7,1
 Focus,2017,9900,Manual,21492,Petrol,20,61.4,1
 Focus,2017,9500,Manual,15344,Petrol,20,61.4,1
 Focus,2018,12300,Manual,13255,Petrol,145,57.7,1
 Focus,2017,9600,Manual,50689,Diesel,0,74.3,1.5
 EcoSport,2015,7999,Manual,36384,Petrol,125,53.3,1
 Fiesta,2017,9999,Manual,18956,Petrol,150,65.7,1
 Focus,2016,9400,Manual,25998,Petrol,20,61.4,1
 Fiesta,2018,8700,Manual,37897,Petrol,145,64.2,1.1
 Fiesta,2018,8700,Manual,37345,Petrol,145,64.2,1.1
 Fiesta,2016,7500,Manual,13928,Petrol,125,54.3,1.2
 Focus,2017,9800,Manual,33629,Diesel,145,74.3,1.5
 Fiesta,2016,10995,Automatic,3000,Petrol,145,47.9,1.6
 Focus,2020,19995,Automatic,500,Petrol,150,50.4,1
 Focus,2015,13495,Automatic,11600,Petrol,150,46.3,1.5
 EcoSport,2018,14995,Automatic,1000,Petrol,145,48.7,1
 EcoSport,2019,18995,Automatic,1400,Petrol,150,44.1,1
 Fiesta,2015,9995,Automatic,7800,Petrol,150,47.9,1.6
 Fiesta,2016,9000,Manual,25915,Petrol,20,62.8,1
 Focus,2016,8000,Manual,43526,Diesel,0,74.3,1.5
 Fiesta,2015,7300,Manual,31626,Petrol,0,65.7,1
 Fiesta,2018,9300,Manual,43331,Diesel,145,58.9,1.5
 Fiesta,2017,8800,Manual,18481,Petrol,0,65.7,1
 Focus,2018,10600,Manual,25151,Petrol,145,57.7,1
 Fiesta,2018,12700,Manual,12038,Petrol,145,65.7,1
